# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_avuncular_model
# start_datetime = 2023-05-12 13:15:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = model_avuncular_input.json
# random
#   seed = 390320259 (Default)
# output
#   file = model_avuncular_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,burial_h,burial_a,age_h,age_a,age_m_h,age_m_a,birth_date_grandmother,birth_date_sister,age_m_s
# Adaptation terminated
# Step size = 0.285566
# Diagonal elements of inverse mass matrix:
# 35.1691, 33.9261, 0.0197128, 0.0360047, 0.523319, 0.427349
7.34883,0.949472,0.285566,4,15,0,-5.87377,-516.926,-499.806,39.5316,26.7182,18.0981,20.7634,-574.556,-547.287,27.2687
9.25308,0.916359,0.285566,3,15,1,-5.26208,-520.701,-501.388,40.7716,35.2685,19.6879,27.3384,-581.16,-563.995,17.1656
8.628,1,0.285566,4,15,0,-7.81858,-526.034,-494.057,42.5782,35.695,17.5232,19.0757,-586.135,-548.828,37.3074
8.13433,0.895712,0.285566,3,15,0,-4.9438,-525.106,-491.225,44.3265,38.5774,17.0124,19.3606,-586.444,-549.163,37.2814
6.88462,0.991717,0.285566,3,15,0,-5.86147,-529.66,-491.753,44.5602,41.378,15.6877,20.5727,-589.908,-553.704,36.2045
8.4666,0.874801,0.285566,3,8,1,-5.51039,-531.704,-494.233,43.1133,36.2802,15.674,29.2701,-590.491,-559.784,30.7073
9.33924,0.99079,0.285566,4,15,0,-7.00645,-516.977,-497.962,40.0713,36.2231,22.267,24.1048,-579.315,-558.29,21.0251
9.61879,0.860699,0.285566,4,15,0,-7.73628,-529.747,-499.109,47.0819,35.7625,18.802,39.6883,-595.631,-574.56,21.0715
7.20301,0.664465,0.285566,4,15,0,-6.24756,-517.991,-488.584,30.7044,30.9889,20.993,32.696,-569.689,-552.269,17.4198
10.4403,0.976124,0.285566,4,15,0,-6.9005,-529.319,-494.149,37.9445,35.8828,20.6254,28.3395,-587.888,-558.371,29.5173
9.28016,0.979062,0.285566,3,7,0,-7.87725,-533.988,-498.217,36.5986,37.9957,21.8167,29.2286,-592.403,-565.441,26.9623
7.53035,0.926381,0.285566,4,15,0,-3.74399,-526.941,-497.277,36.6871,37.1127,22.0032,16.8533,-585.631,-551.243,34.3877
8.71086,0.983389,0.285566,4,15,0,-5.09034,-525.86,-490.768,35.0761,27.559,17.0283,34.1609,-577.964,-552.488,25.4758
7.07911,0.407553,0.285566,3,12,1,-4.89803,-529.77,-491.125,45.9739,25.5095,20.2172,30.0117,-595.961,-546.646,49.315
6.48681,0.991196,0.285566,2,3,0,-6.28115,-530.024,-490.482,46.7997,25.0503,20.9133,30.5334,-597.737,-546.066,51.6716
7.3155,0.860918,0.285566,3,8,1,-1.68516,-520.977,-490.085,50.6716,36.5255,16.0094,26.4924,-587.658,-553.103,34.5545
8.44127,0.999128,0.285566,4,15,0,-5.76468,-528.686,-497.831,30.9697,30.2985,24.017,33.2275,-583.673,-561.357,22.3153
8.88505,0.765489,0.285566,4,15,0,-3.80088,-522.192,-493.607,45.6985,42.2234,16.4873,26.19,-584.378,-562.02,22.3578
8.51064,0.994299,0.285566,4,15,0,-7.07012,-529.544,-491.918,38.8021,29.0405,26.224,49.4006,-594.57,-570.36,24.2107
9.25713,0.775478,0.285566,4,15,0,-7.14565,-524.035,-488.883,41.2654,27.8053,19.7358,35.3969,-585.036,-552.086,32.9505
6.26535,0.841145,0.285566,4,15,0,-3.85061,-535.98,-494.131,51.5023,29.7339,19.7456,44.8965,-607.228,-568.762,38.4661
6.84627,0.500286,0.285566,3,7,0,-4.95068,-536.668,-495.668,50.7292,31.9499,20.1211,46.82,-607.518,-574.437,33.0806
6.40398,0.993062,0.285566,3,7,0,-3.87851,-541.294,-498.434,43.7535,40.4577,18.657,42.5575,-603.705,-581.449,22.2555
5.01462,0.969646,0.285566,4,15,0,-1.40713,-509.545,-490.299,36.1975,29.8473,17.0832,20.9255,-562.826,-541.072,21.7541
5.59139,0.947364,0.285566,3,15,0,-1.59794,-511.621,-492.998,35.3454,29.9043,16.7162,23.3889,-563.683,-546.291,17.3918
5.59139,0,0.285566,0,1,1,4.22354,-511.621,-492.998,35.3454,29.9043,16.7162,23.3889,-563.683,-546.291,17.3918
7.93944,0.683685,0.285566,3,10,1,-4.02174,-522.131,-489.833,39.9003,28.0525,17.8348,21.9192,-579.866,-539.805,40.0612
8.06852,0.884663,0.285566,3,10,1,-4.12878,-524.931,-493.564,38.2081,36.0504,20.5878,17.3055,-583.727,-546.92,36.8068
9.52044,0.998219,0.285566,3,7,0,-7.68544,-522.83,-499.718,39.2996,38.5228,20.4219,20.6831,-582.552,-558.924,23.6275
6.62523,0.974353,0.285566,4,15,0,-5.916,-522.251,-490.814,40.0382,42.0563,23.3697,16.6805,-585.659,-549.551,36.1082
5.80983,0.898063,0.285566,3,12,1,-3.97427,-519.375,-494.352,41.7986,42.95,17.5604,15.8663,-578.734,-553.169,25.5654
7.36184,0.87421,0.285566,3,10,1,-3.69916,-521.374,-500.384,39.2541,25.2447,18.9202,20.4637,-579.548,-546.093,33.455
8.93398,0.998241,0.285566,4,15,0,-4.27967,-531.557,-487.432,40.9052,40.0838,22.6342,33.8429,-595.096,-561.359,33.7369
6.95102,0.755784,0.285566,2,5,1,-4.03845,-529.799,-486.945,49.4199,35.2763,22.6662,28.8171,-601.885,-551.039,50.8464
9.59561,0.795309,0.285566,2,5,1,-4.12757,-526.844,-490.054,41.2959,30.7802,21.9587,31.4214,-590.099,-552.255,37.8438
6.62446,0.965885,0.285566,3,7,0,-5.1781,-528.338,-481.226,43.1012,35.7754,19.7876,26.2219,-591.227,-543.224,48.0032
8.99291,0.745145,0.285566,2,4,1,-3.2087,-527.76,-487.188,46.1596,41.7774,21.7,37.3058,-595.62,-566.271,29.3486
8.99351,0.474919,0.285566,3,7,0,-7.6637,-527.213,-488.49,47.2107,40.8972,19.6086,29.1437,-594.032,-558.531,35.5016
9.36095,0.999678,0.285566,4,15,0,-8.18804,-524.625,-497.939,36.7628,29.1967,22.3439,24.932,-583.732,-552.067,31.6647
8.06478,0.993086,0.285566,3,7,0,-6.99701,-527.325,-496.987,33.3545,40.7075,19.2136,18.5934,-579.893,-556.288,23.6049
9.10775,0.802773,0.285566,3,11,0,-6.51636,-521.387,-495.88,36.3218,28.7386,21.9707,23.9781,-579.68,-548.597,31.0828
7.61721,0.98936,0.285566,4,15,0,-6.07385,-525.995,-484.895,37.6625,46.4649,18.4407,27.9187,-582.098,-559.279,22.8198
8.06364,0.988399,0.285566,4,15,0,-5.74555,-523.487,-496.745,49.893,26.2951,19.8518,45.9679,-593.232,-569.008,24.224
7.27858,0.97144,0.285566,3,7,0,-5.85379,-525.056,-499.154,45.2065,21.9811,18.132,35.0207,-588.395,-556.156,32.2389
7.54422,0.996415,0.285566,3,15,0,-6.5933,-523.23,-499.851,44.8054,22.381,18.4196,35.2044,-586.455,-557.437,29.0184
7.71504,0.992556,0.285566,4,15,0,-4.76011,-533.091,-492.192,39.6391,26.4055,16.7728,41.7296,-589.503,-560.327,29.1755
7.27862,0.461206,0.285566,4,15,0,-4.3512,-523.45,-500.347,49.7554,40.4166,15.7211,28.3084,-588.926,-569.072,19.8543
9.12588,0.877041,0.285566,3,11,0,-5.23486,-534.041,-491.791,43.7699,38.5638,19.5602,31.6108,-597.371,-561.966,35.4053
6.8353,0.981856,0.285566,3,7,0,-6.18077,-538.857,-496.534,39.6766,43.3725,22.077,41.9375,-600.611,-581.844,18.7668
7.30607,0.481548,0.285566,4,15,0,-2.69862,-522.462,-489.664,45.7503,30.5378,15.2607,38.8832,-583.473,-559.085,24.3883
7.30607,1.73074e-48,0.285566,1,1,0,-5.63362,-522.462,-489.664,45.7503,30.5378,15.2607,38.8832,-583.473,-559.085,24.3883
9.15236,0.993777,0.285566,4,15,0,-5.68717,-526.208,-493.973,40.5137,40.218,22.9361,20.5572,-589.658,-554.748,34.9093
8.3324,0.722995,0.285566,3,12,1,-4.03077,-515.853,-488.629,38.2,36.8609,18.2752,22.0819,-572.328,-547.572,24.7561
8.683,1,0.285566,4,15,0,-6.66416,-518.619,-497.448,43.6965,37.2797,20.1859,19.0188,-582.501,-553.746,28.7551
7.40613,0.958652,0.285566,4,15,0,-4.55937,-518.532,-491.933,31.674,25.5691,19.395,30.5035,-569.601,-548.006,21.5954
9.32668,0.969806,0.285566,4,15,0,-3.94744,-531.83,-497.035,48.0327,39.9456,19.9245,35.507,-599.788,-572.487,27.3003
8.52696,0.318742,0.285566,4,15,0,-5.97565,-532.756,-494.545,43.8332,28.0725,21.3259,37.5818,-597.915,-560.2,37.7157
5.61009,0.999533,0.285566,3,15,0,-4.21664,-530.787,-498.838,34.5684,21.1876,23.2132,48.7493,-588.569,-568.774,19.7941
6.15684,0.999707,0.285566,2,3,0,-5.43969,-531.076,-499.159,34.9557,21.2411,23.1043,43.0202,-589.136,-563.42,25.7157
9.31221,0.985005,0.285566,3,15,0,-4.22218,-524.811,-503.176,37.342,34.3155,20.7225,23.49,-582.875,-560.982,21.8934
8.95493,0.91772,0.285566,4,15,0,-7.16103,-520.905,-490.319,42.7856,40.8672,18.2708,21.1087,-581.962,-552.295,29.6667
9.85446,0.99851,0.285566,3,7,0,-8.40998,-522.71,-495.059,40.879,41.2363,18.0375,24.7052,-581.627,-561,20.6266
7.11393,0.960937,0.285566,3,7,0,-6.15205,-518.598,-500.594,40.058,34.0069,31.1906,22.3927,-589.846,-556.993,32.8533
8.7435,0.984032,0.285566,3,7,0,-5.26199,-519.144,-501.208,42.2353,39.8052,21.8797,24.3081,-583.259,-565.322,17.9373
7.99802,0.807777,0.285566,4,15,0,-5.5216,-532.207,-495.709,39.1707,33.5416,18.3298,19.6545,-589.708,-548.905,40.8023
7.4203,0.876481,0.285566,3,10,1,-2.57748,-533.508,-497.204,37.3592,34.1227,21.3401,19.1557,-592.207,-550.483,41.7247
7.28104,0.967664,0.285566,4,15,0,-4.97669,-519.352,-488.72,46.1848,24.582,18.145,37.5574,-583.681,-550.86,32.8218
7.28104,0,0.285566,0,1,1,-1.13717,-519.352,-488.72,46.1848,24.582,18.145,37.5574,-583.681,-550.86,32.8218
5.60173,0.823996,0.285566,4,15,0,-3.24549,-522.595,-492.163,42.4208,22.8119,15.212,33.1628,-580.227,-548.137,32.0901
8.02221,0.988455,0.285566,3,15,0,-3.68373,-525.362,-486.89,34.9814,29.7399,16.4283,38.0539,-576.771,-554.684,22.0872
7.43834,0.256725,0.285566,3,7,0,-3.07847,-522.584,-485.682,33.758,30.4203,16.2028,29.8867,-572.545,-545.989,26.5558
7.32337,0.998072,0.285566,4,15,0,-5.92367,-524.012,-506.606,47.6894,35.2669,22.3808,35.5573,-594.082,-577.431,16.6519
4.08414,0.156153,0.285566,4,15,0,0.591076,-529.205,-481.65,33.1709,43.8497,17.653,18.3778,-580.028,-543.877,36.1511
4.55807,0.987202,0.285566,4,15,0,1.45727,-517.937,-504.082,51.0316,36.0685,16.3114,17.6158,-585.28,-557.767,27.5131
7.99453,0.332696,0.285566,4,15,0,-2.31308,-524.531,-494.044,43.4109,37.3987,15.2051,32.9258,-583.147,-564.368,18.7786
9.88451,0.884857,0.285566,4,15,0,-5.6789,-527.566,-490.251,37.926,36.0801,23.7983,41.5514,-589.29,-567.883,21.4078
6.77778,0.558683,0.285566,2,4,1,-4.90848,-524.306,-483.135,47.7327,36.4276,24.8535,31.9763,-596.892,-551.539,45.3527
6.5247,0.864688,0.285566,3,8,1,-2.84138,-519.961,-491.151,53.7235,30.4604,17.5734,49.8825,-591.258,-571.494,19.7636
9.86688,0.876402,0.285566,3,7,0,-5.12418,-526.35,-501.305,39.2637,34.8453,22.9191,25.1958,-588.533,-561.346,27.1869
7.49162,0.952893,0.285566,3,7,0,-4.85119,-527.01,-498.006,45.4703,47.043,17.6697,20.5753,-590.15,-565.625,24.5252
9.1976,0.466667,0.285566,4,15,0,-6.53475,-523.748,-499.958,39.1681,28.217,24.0211,28.7435,-586.938,-556.919,30.0187
9.35162,0.999912,0.285566,3,15,0,-7.92628,-524.258,-499.968,38.2749,28.5627,24.4145,33.4874,-586.947,-562.018,24.9287
8.62303,0.996876,0.285566,3,7,0,-7.94286,-524.603,-502.097,38.3973,25.6932,21.8099,32.3059,-584.81,-560.096,24.7136
10.0714,0.982381,0.285566,3,11,0,-6.16149,-524.603,-491.354,42.7091,36.5676,16.7329,31.436,-584.045,-559.358,24.6876
9.22022,0.972849,0.285566,4,15,0,-7.93595,-518.203,-494.042,40.7037,34.7001,17.884,21.2231,-576.79,-549.965,26.825
9.57234,0.744295,0.285566,3,7,0,-7.0683,-518.677,-495.906,40.2256,37.0795,18.9037,21.649,-577.807,-554.634,23.1725
10.3565,0.977776,0.285566,2,7,0,-8.25826,-524.357,-495.257,40.7126,34.9773,19.8116,23.4848,-584.881,-553.72,31.1612
7.61372,1,0.285566,3,7,0,-6.76692,-530.61,-489.958,50.8046,35.6405,16.5428,37.5943,-597.957,-563.193,34.7647
9.18108,0.220399,0.285566,4,23,0,-4.3717,-521.736,-502.848,46.4375,31.9589,18.7702,29.4705,-586.944,-564.278,22.6665
7.58133,0.981816,0.285566,3,7,0,-7.2594,-521.131,-505.478,46.6644,27.5669,18.3425,30.7476,-586.138,-563.793,22.3451
10.2008,0.998784,0.285566,4,15,0,-6.70795,-530.31,-490.334,39.1345,37.1014,19.125,36.1353,-588.57,-563.571,24.9985
9.36187,0.512458,0.285566,3,7,0,-8.632,-528.2,-489.057,40.5102,32.9693,18.7324,26.4695,-587.442,-548.496,38.9468
7.67171,0.850251,0.285566,2,7,0,-5.71815,-531.87,-491.597,39.9488,27.5911,17.3358,26.8807,-589.155,-546.069,43.0863
9.90222,0.8,0.285566,2,5,1,-5.86566,-529.469,-493.064,39.9006,40.336,18.3715,25.2058,-587.741,-558.606,29.1353
8.4898,0.974326,0.285566,4,15,0,-7.11198,-527.384,-492.449,38.3157,29.1879,15.7775,30.9897,-581.477,-552.627,28.8507
8.53701,0.783288,0.285566,2,5,1,-6.65844,-527.268,-491.182,41.4643,30.5143,16.4318,25.1115,-585.164,-546.808,38.3559
9.8461,0.915635,0.285566,4,15,0,-7.94453,-521.256,-493.002,41.1194,34.0144,21.894,23.4395,-584.269,-550.456,33.8133
# 
#  Elapsed Time: 0.057 seconds (Warm-up)
#                0.055 seconds (Sampling)
#                0.112 seconds (Total)
# 
